,state,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
0,Alabama,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,11.0
1,Alabama,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,-1.4
2,Alabama,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,2.0
3,Alabama,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,-3.6
4,Alabama,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,3.2
5,Alabama,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,-7.8
6,Alabama,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,5.0
7,Alabama,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,14.8
8,Alabama,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,9.4
9,Alabama,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,-3.6
10,Alabama,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,8.6
11,Alabama,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,7.8
12,Alabama,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,8.6
13,Alabama,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,9.8
14,Alabama,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,21.0
15,Alabama,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,20.8
16,Alabama,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,3.4
17,Alabama,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,15.0
18,Alabama,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,0.2
19,Alabama,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,3.8
20,Alabama,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,10.8
21,Alabama,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,21.6
22,Alabama,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,19.6
23,Alabama,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,14.8
24,Alabama,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,8.6
25,Alabama,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,10.6
26,Alabama,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,16.8
27,Alabama,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,14.0
28,Alabama,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,20.0
29,Alabama,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,5.4
30,Alabama,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,7.2
31,Alabama,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,2.6
32,Alabama,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,2.8
33,Alabama,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,-2.2
34,Alabama,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,-10.6
35,Alabama,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,-9.8
36,Alabama,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,-18.8
37,Alabama,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,-21.0
38,Alabama,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,-17.0
39,Alabama,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,-9.4
40,Alabama,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,-11.2
41,Alabama,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,-12.6
42,Alabama,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,-12.6
43,Alabama,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,-19.4
44,Alabama,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,-19.2
45,Alabama,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,-27.2
46,Alabama,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,-12.0
47,Alabama,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,-16.2
48,Alabama,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,-13.8
49,Alabama,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,-17.6
50,Alabama,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,-29.0
51,Alabama,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,-22.8
52,Alabama,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,-27.6
53,Alabama,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,-23.8
54,Alabama,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,-21.6
55,Alabama,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,-23.8
56,Alabama,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,-17.8
57,Alabama,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,-51.4
58,Alabama,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,-23.0
59,Alabama,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,-20.4
60,Alabama,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,-15.0
61,Alabama,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,-17.6
62,Alabama,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,-17.6
63,Alabama,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,-15.2
64,Alabama,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,-39.0
65,Alabama,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,-16.0
66,Alabama,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,-14.0
67,Alabama,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,-15.0
68,Alabama,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,-30.8
69,Alabama,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,-14.6
70,Alabama,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,-12.6
71,Alabama,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,-16.4
72,Alabama,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,-12.4
73,Alabama,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,-11.6
74,Alabama,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,-20.0
75,Alabama,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,-11.0
76,Alabama,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,-4.8
77,Alabama,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,3.4
78,Alabama,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,-1.8
79,Alabama,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,-5.6
80,Alabama,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,-6.8
81,Alabama,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,-3.0
82,Alabama,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,-4.0
83,Alabama,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,-14.8
84,Alabama,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,4.6
85,Alabama,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,2.8
86,Alabama,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,-3.2
87,Alabama,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,-3.2
88,Alabama,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,1.4
89,Alaska,2020-02-15,5.0,3.0,14.0,2.0,1.0,0.0,5.0
90,Alaska,2020-02-16,15.0,5.0,29.0,6.0,1.0,-1.0,11.2
91,Alaska,2020-02-17,3.0,-2.0,9.0,-6.0,-33.0,8.0,-5.8
92,Alaska,2020-02-18,-2.0,-2.0,1.0,4.0,-2.0,2.0,-0.2
93,Alaska,2020-02-19,0.0,-2.0,1.0,4.0,-3.0,2.0,0.0
94,Alaska,2020-02-20,3.0,3.0,5.0,1.0,2.0,0.0,2.8
95,Alaska,2020-02-21,-1.0,-2.0,1.0,5.0,5.0,0.0,1.6
96,Alaska,2020-02-22,5.0,3.0,13.0,3.0,4.0,-1.0,5.6
97,Alaska,2020-02-23,12.0,4.0,16.0,1.0,2.0,-1.0,7.0
98,Alaska,2020-02-24,4.0,1.0,7.0,4.0,3.0,0.0,3.8
99,Alaska,2020-02-25,6.0,-1.0,1.0,-1.0,3.0,0.0,1.6
100,Alaska,2020-02-26,12.0,6.0,7.0,2.0,3.0,0.0,6.0
101,Alaska,2020-02-27,10.0,6.0,13.0,9.0,2.0,-1.0,8.0
102,Alaska,2020-02-28,12.0,5.0,13.0,8.0,6.0,-2.0,8.8
103,Alaska,2020-02-29,13.0,9.0,9.0,12.0,5.0,-2.0,9.6
104,Alaska,2020-03-01,18.0,14.0,6.0,16.0,5.0,-1.0,11.8
105,Alaska,2020-03-02,6.0,6.0,4.0,6.0,1.0,0.0,4.6
106,Alaska,2020-03-03,11.0,9.0,-2.0,3.0,3.0,0.0,4.8
107,Alaska,2020-03-04,11.0,8.0,3.0,8.0,3.0,0.0,6.6
108,Alaska,2020-03-05,9.0,7.0,9.0,4.0,2.0,0.0,6.2
109,Alaska,2020-03-06,9.0,4.0,10.0,9.0,0.0,1.0,6.4
110,Alaska,2020-03-07,12.0,10.0,17.0,9.0,3.0,-1.0,10.2
111,Alaska,2020-03-08,13.0,8.0,34.0,9.0,2.0,-1.0,13.2
112,Alaska,2020-03-09,7.0,4.0,14.0,3.0,-10.0,2.0,3.6
113,Alaska,2020-03-10,13.0,6.0,11.0,2.0,-7.0,2.0,5.0
114,Alaska,2020-03-11,12.0,9.0,16.0,3.0,-8.0,2.0,6.4
115,Alaska,2020-03-12,12.0,19.0,21.0,-1.0,-9.0,2.0,8.4
116,Alaska,2020-03-13,7.0,19.0,16.0,0.0,-10.0,3.0,6.4
117,Alaska,2020-03-14,0.0,19.0,37.0,1.0,-1.0,1.0,11.2
118,Alaska,2020-03-15,5.0,14.0,58.0,7.0,-1.0,0.0,16.6
119,Alaska,2020-03-16,1.0,20.0,29.0,-6.0,-12.0,4.0,6.4
120,Alaska,2020-03-17,-14.0,8.0,12.0,-12.0,-15.0,7.0,-4.2
121,Alaska,2020-03-18,-19.0,8.0,6.0,-12.0,-21.0,9.0,-7.6
122,Alaska,2020-03-19,-26.0,4.0,15.0,-21.0,-25.0,10.0,-10.6
123,Alaska,2020-03-20,-28.0,3.0,23.0,-24.0,-25.0,12.0,-10.2
124,Alaska,2020-03-21,-37.0,-1.0,1.0,-25.0,-20.0,8.0,-16.4
125,Alaska,2020-03-22,-30.0,-4.0,65.0,-30.0,-21.0,6.0,-4.0
126,Alaska,2020-03-23,-36.0,-11.0,23.0,-37.0,-35.0,14.0,-19.2
127,Alaska,2020-03-24,-37.0,-12.0,17.0,-39.0,-39.0,16.0,-22.0
128,Alaska,2020-03-25,-40.0,-15.0,6.0,-42.0,-41.0,18.0,-26.4
129,Alaska,2020-03-26,-40.0,-13.0,31.0,-42.0,-42.0,17.0,-21.2
130,Alaska,2020-03-27,-42.0,-15.0,2.0,-50.0,-40.0,19.0,-29.0
131,Alaska,2020-03-28,-47.0,-15.0,11.0,-50.0,-30.0,11.0,-26.2
132,Alaska,2020-03-29,-48.0,-27.0,18.0,-55.0,-33.0,10.0,-29.0
133,Alaska,2020-03-30,-40.0,-17.0,15.0,-49.0,-46.0,18.0,-27.4
134,Alaska,2020-03-31,-37.0,-15.0,15.0,-45.0,-44.0,18.0,-25.2
135,Alaska,2020-04-01,-35.0,-8.0,3.0,-43.0,-44.0,18.0,-25.4
136,Alaska,2020-04-02,-42.0,-14.0,-3.0,-50.0,-45.0,19.0,-30.8
137,Alaska,2020-04-03,-42.0,-14.0,2.0,-47.0,-43.0,20.0,-28.8
138,Alaska,2020-04-04,-47.0,-14.0,21.0,-50.0,-32.0,12.0,-24.4
139,Alaska,2020-04-05,-41.0,-17.0,29.0,-52.0,-32.0,9.0,-22.6
140,Alaska,2020-04-06,-37.0,-15.0,1.0,-49.0,-44.0,17.0,-28.8
141,Alaska,2020-04-07,-38.0,-16.0,1.0,-48.0,-44.0,18.0,-29.0
142,Alaska,2020-04-08,-38.0,-14.0,7.0,-49.0,-44.0,18.0,-27.6
143,Alaska,2020-04-09,-38.0,-12.0,19.0,-48.0,-44.0,18.0,-24.6
144,Alaska,2020-04-10,-40.0,-10.0,28.0,-49.0,-44.0,19.0,-23.0
145,Alaska,2020-04-11,-41.0,-4.0,36.0,-52.0,-32.0,10.0,-18.6
146,Alaska,2020-04-12,-55.0,-33.0,12.0,-59.0,-37.0,9.0,-34.4
147,Alaska,2020-04-13,-36.0,-15.0,5.0,-51.0,-43.0,17.0,-28.0
148,Alaska,2020-04-14,-32.0,-13.0,19.0,-49.0,-41.0,18.0,-23.2
149,Alaska,2020-04-15,-25.0,-5.0,-2.0,-47.0,-41.0,17.0,-24.0
150,Alaska,2020-04-16,-29.0,-7.0,8.0,-47.0,-42.0,17.0,-23.4
151,Alaska,2020-04-17,-32.0,-10.0,19.0,-44.0,-39.0,18.0,-21.2
152,Alaska,2020-04-18,-33.0,-7.0,49.0,-44.0,-27.0,9.0,-12.4
153,Alaska,2020-04-19,-28.0,-11.0,44.0,-51.0,-28.0,7.0,-14.8
154,Alaska,2020-04-20,-25.0,-9.0,7.0,-44.0,-40.0,15.0,-22.2
155,Alaska,2020-04-21,-27.0,-10.0,3.0,-46.0,-40.0,17.0,-24.0
156,Alaska,2020-04-22,-24.0,-9.0,21.0,-45.0,-40.0,16.0,-19.4
157,Alaska,2020-04-23,-27.0,-8.0,26.0,-44.0,-40.0,16.0,-18.6
158,Alaska,2020-04-24,-28.0,-8.0,33.0,-44.0,-37.0,16.0,-16.8
159,Alaska,2020-04-25,-25.0,-2.0,85.0,-40.0,-25.0,7.0,-1.4
160,Alaska,2020-04-26,-17.0,-3.0,101.0,-43.0,-25.0,5.0,2.6
161,Alaska,2020-04-27,-14.0,-5.0,60.0,-39.0,-36.0,13.0,-6.8
162,Alaska,2020-04-28,-15.0,-4.0,58.0,-39.0,-37.0,5.0,-7.4
163,Alaska,2020-04-29,-12.0,1.0,47.0,-37.0,-37.0,14.0,-7.6
164,Alaska,2020-04-30,-16.0,0.0,44.0,-39.0,-37.0,14.0,-9.6
165,Alaska,2020-05-01,-16.0,5.0,65.0,-35.0,-34.0,13.0,-3.0
166,Alaska,2020-05-02,-15.0,10.0,114.0,-27.0,-21.0,5.0,12.2
167,Alaska,2020-05-03,-9.0,4.0,110.0,-43.0,-21.0,4.0,8.2
168,Alaska,2020-05-04,-9.0,3.0,57.0,-36.0,-34.0,12.0,-3.8
169,Alaska,2020-05-05,-6.0,9.0,81.0,-32.0,-33.0,12.0,3.8
170,Alaska,2020-05-06,-6.0,6.0,89.0,-31.0,-33.0,12.0,5.0
171,Alaska,2020-05-07,-11.0,4.0,70.0,-36.0,-34.0,12.0,-1.4
172,Alaska,2020-05-08,-13.0,5.0,80.0,-34.0,-32.0,12.0,1.2
173,Alaska,2020-05-09,-8.0,21.0,152.0,-26.0,-18.0,3.0,24.2
174,Alaska,2020-05-10,2.0,23.0,163.0,-35.0,-17.0,1.0,27.2
175,Alaska,2020-05-11,-6.0,1.0,76.0,-34.0,-32.0,11.0,1.0
176,Alaska,2020-05-12,-4.0,2.0,106.0,-31.0,-31.0,11.0,8.4
177,Alaska,2020-05-13,0.0,9.0,113.0,-28.0,-30.0,10.0,12.8
178,Arizona,2020-02-15,3.0,2.0,13.0,3.0,-1.0,0.0,4.0
179,Arizona,2020-02-16,7.0,3.0,30.0,3.0,0.0,-1.0,8.6
180,Arizona,2020-02-17,9.0,1.0,35.0,1.0,-25.0,5.0,4.2
181,Arizona,2020-02-18,2.0,2.0,14.0,6.0,2.0,0.0,5.2
182,Arizona,2020-02-19,4.0,2.0,14.0,7.0,1.0,0.0,5.6
183,Arizona,2020-02-20,5.0,2.0,21.0,5.0,-1.0,0.0,6.4
184,Arizona,2020-02-21,2.0,1.0,10.0,4.0,0.0,0.0,3.4
185,Arizona,2020-02-22,-2.0,-4.0,-42.0,-6.0,-4.0,3.0,-11.6
186,Arizona,2020-02-23,6.0,1.0,6.0,7.0,1.0,0.0,4.2
187,Arizona,2020-02-24,5.0,1.0,15.0,5.0,3.0,0.0,5.8
188,Arizona,2020-02-25,5.0,2.0,9.0,7.0,3.0,0.0,5.2
189,Arizona,2020-02-26,9.0,4.0,10.0,9.0,2.0,-1.0,6.8
190,Arizona,2020-02-27,9.0,4.0,17.0,6.0,2.0,-1.0,7.6
191,Arizona,2020-02-28,7.0,5.0,10.0,7.0,3.0,-1.0,6.4
192,Arizona,2020-02-29,6.0,6.0,14.0,7.0,2.0,-2.0,7.0
193,Arizona,2020-03-01,12.0,7.0,21.0,8.0,3.0,-1.0,10.2
194,Arizona,2020-03-02,8.0,4.0,4.0,4.0,3.0,0.0,4.6
195,Arizona,2020-03-03,9.0,8.0,11.0,6.0,3.0,-1.0,7.4
196,Arizona,2020-03-04,8.0,8.0,17.0,7.0,2.0,-1.0,8.4
197,Arizona,2020-03-05,9.0,6.0,22.0,5.0,2.0,-1.0,8.8
198,Arizona,2020-03-06,6.0,6.0,20.0,8.0,1.0,-1.0,8.2
199,Arizona,2020-03-07,4.0,5.0,18.0,9.0,1.0,-2.0,7.4
200,Arizona,2020-03-08,9.0,4.0,22.0,7.0,1.0,-2.0,8.6
201,Arizona,2020-03-09,9.0,4.0,32.0,4.0,-7.0,0.0,8.4
202,Arizona,2020-03-10,6.0,3.0,4.0,2.0,-8.0,2.0,1.4
203,Arizona,2020-03-11,5.0,6.0,-14.0,-2.0,-10.0,3.0,-3.0
204,Arizona,2020-03-12,6.0,15.0,-15.0,-6.0,-12.0,4.0,-2.4
205,Arizona,2020-03-13,0.0,20.0,-16.0,-7.0,-12.0,4.0,-3.0
206,Arizona,2020-03-14,-5.0,18.0,-6.0,-2.0,-2.0,2.0,0.6
207,Arizona,2020-03-15,-2.0,16.0,15.0,-3.0,-4.0,1.0,4.4
208,Arizona,2020-03-16,0.0,22.0,13.0,-9.0,-19.0,5.0,1.4
209,Arizona,2020-03-17,-9.0,20.0,9.0,-9.0,-24.0,8.0,-2.6
210,Arizona,2020-03-18,-23.0,6.0,-38.0,-21.0,-31.0,12.0,-21.4
211,Arizona,2020-03-19,-22.0,7.0,-8.0,-23.0,-33.0,13.0,-15.8
212,Arizona,2020-03-20,-28.0,6.0,-6.0,-25.0,-33.0,14.0,-17.2
213,Arizona,2020-03-21,-36.0,-1.0,-14.0,-26.0,-22.0,10.0,-19.8
214,Arizona,2020-03-22,-37.0,-10.0,0.0,-33.0,-28.0,8.0,-21.6
215,Arizona,2020-03-23,-31.0,-10.0,-3.0,-33.0,-37.0,13.0,-22.8
216,Arizona,2020-03-24,-32.0,-9.0,0.0,-31.0,-39.0,15.0,-22.2
217,Arizona,2020-03-25,-33.0,-11.0,-7.0,-32.0,-41.0,15.0,-24.8
218,Arizona,2020-03-26,-34.0,-12.0,-9.0,-36.0,-42.0,16.0,-26.6
219,Arizona,2020-03-27,-38.0,-14.0,-22.0,-39.0,-41.0,18.0,-30.8
220,Arizona,2020-03-28,-41.0,-15.0,-24.0,-37.0,-29.0,12.0,-29.2
221,Arizona,2020-03-29,-40.0,-17.0,-7.0,-41.0,-33.0,10.0,-27.6
222,Arizona,2020-03-30,-30.0,-9.0,-6.0,-37.0,-42.0,14.0,-24.8
223,Arizona,2020-03-31,-33.0,-10.0,-17.0,-35.0,-44.0,16.0,-27.8
224,Arizona,2020-04-01,-38.0,-15.0,-20.0,-37.0,-47.0,17.0,-31.4
225,Arizona,2020-04-02,-38.0,-16.0,-17.0,-40.0,-47.0,18.0,-31.6
226,Arizona,2020-04-03,-38.0,-13.0,-21.0,-41.0,-46.0,19.0,-31.8
227,Arizona,2020-04-04,-44.0,-16.0,-36.0,-43.0,-34.0,13.0,-34.6
228,Arizona,2020-04-05,-43.0,-19.0,-23.0,-47.0,-37.0,11.0,-33.8
229,Arizona,2020-04-06,-38.0,-18.0,-18.0,-41.0,-47.0,17.0,-32.4
230,Arizona,2020-04-07,-38.0,-15.0,-18.0,-39.0,-48.0,17.0,-31.6
231,Arizona,2020-04-08,-39.0,-16.0,-27.0,-41.0,-49.0,18.0,-34.4
232,Arizona,2020-04-09,-37.0,-14.0,-17.0,-41.0,-49.0,18.0,-31.6
233,Arizona,2020-04-10,-38.0,-13.0,-21.0,-43.0,-50.0,20.0,-33.0
234,Arizona,2020-04-11,-43.0,-14.0,-42.0,-45.0,-36.0,14.0,-36.0
235,Arizona,2020-04-12,-57.0,-27.0,-31.0,-48.0,-41.0,10.0,-40.8
236,Arizona,2020-04-13,-39.0,-21.0,-22.0,-42.0,-47.0,17.0,-34.2
237,Arizona,2020-04-14,-37.0,-17.0,-17.0,-38.0,-47.0,18.0,-31.2
238,Arizona,2020-04-15,-31.0,-13.0,-15.0,-36.0,-46.0,17.0,-28.2
239,Arizona,2020-04-16,-33.0,-14.0,-13.0,-38.0,-47.0,17.0,-29.0
240,Arizona,2020-04-17,-37.0,-15.0,-19.0,-39.0,-46.0,19.0,-31.2
241,Arizona,2020-04-18,-40.0,-15.0,-29.0,-38.0,-32.0,12.0,-30.8
242,Arizona,2020-04-19,-38.0,-16.0,-15.0,-42.0,-34.0,9.0,-29.0
243,Arizona,2020-04-20,-33.0,-16.0,-13.0,-39.0,-46.0,16.0,-29.4
244,Arizona,2020-04-21,-34.0,-15.0,-16.0,-37.0,-46.0,17.0,-29.6
245,Arizona,2020-04-22,-34.0,-14.0,-16.0,-36.0,-47.0,17.0,-29.4
246,Arizona,2020-04-23,-34.0,-13.0,-15.0,-39.0,-47.0,17.0,-29.6
247,Arizona,2020-04-24,-36.0,-14.0,-19.0,-39.0,-46.0,18.0,-30.8
248,Arizona,2020-04-25,-40.0,-12.0,-28.0,-37.0,-32.0,12.0,-29.8
249,Arizona,2020-04-26,-37.0,-14.0,-22.0,-41.0,-34.0,9.0,-29.6
250,Arizona,2020-04-27,-31.0,-13.0,-19.0,-38.0,-45.0,16.0,-29.2
251,Arizona,2020-04-28,-32.0,-11.0,-20.0,-34.0,-46.0,9.0,-28.6
252,Arizona,2020-04-29,-31.0,-10.0,-23.0,-35.0,-46.0,16.0,-29.0
253,Arizona,2020-04-30,-30.0,-8.0,-19.0,-36.0,-46.0,16.0,-27.8
254,Arizona,2020-05-01,-31.0,-7.0,-17.0,-35.0,-44.0,17.0,-26.8
255,Arizona,2020-05-02,-36.0,-8.0,-29.0,-35.0,-30.0,11.0,-27.6
256,Arizona,2020-05-03,-34.0,-10.0,-18.0,-38.0,-30.0,8.0,-26.0
257,Arizona,2020-05-04,-28.0,-9.0,-15.0,-36.0,-43.0,14.0,-26.2
258,Arizona,2020-05-05,-27.0,-4.0,-18.0,-33.0,-44.0,15.0,-25.2
259,Arizona,2020-05-06,-30.0,-6.0,-20.0,-34.0,-44.0,15.0,-26.8
260,Arizona,2020-05-07,-29.0,-6.0,-15.0,-35.0,-44.0,16.0,-25.8
261,Arizona,2020-05-08,-30.0,-3.0,-13.0,-33.0,-42.0,16.0,-24.2
262,Arizona,2020-05-09,-32.0,3.0,-25.0,-33.0,-26.0,9.0,-22.6
263,Arizona,2020-05-10,-29.0,3.0,-21.0,-33.0,-25.0,6.0,-21.0
264,Arizona,2020-05-11,-25.0,-11.0,-16.0,-34.0,-41.0,13.0,-25.4
265,Arizona,2020-05-12,-24.0,-7.0,-14.0,-31.0,-41.0,14.0,-23.4
266,Arizona,2020-05-13,-24.0,-7.0,-10.0,-30.0,-41.0,14.0,-22.4
267,Arkansas,2020-02-15,3.0,2.0,8.0,-3.0,1.0,0.0,2.2
268,Arkansas,2020-02-16,5.0,4.0,32.0,0.0,1.0,-1.0,8.4
269,Arkansas,2020-02-17,1.0,-2.0,7.0,-1.0,-16.0,5.0,-2.2
270,Arkansas,2020-02-18,-3.0,-4.0,-3.0,-2.0,0.0,1.0,-2.4
271,Arkansas,2020-02-19,4.0,1.0,24.0,0.0,3.0,-1.0,6.4
272,Arkansas,2020-02-20,2.0,0.0,3.0,1.0,1.0,0.0,1.4
273,Arkansas,2020-02-21,5.0,0.0,19.0,2.0,2.0,-1.0,5.6
274,Arkansas,2020-02-22,3.0,2.0,18.0,2.0,3.0,0.0,5.6
275,Arkansas,2020-02-23,0.0,-1.0,-32.0,1.0,1.0,1.0,-6.2
276,Arkansas,2020-02-24,3.0,0.0,-9.0,-1.0,1.0,1.0,-1.2
277,Arkansas,2020-02-25,7.0,1.0,15.0,3.0,2.0,0.0,5.6
278,Arkansas,2020-02-26,16.0,5.0,8.0,5.0,3.0,-2.0,7.4
279,Arkansas,2020-02-27,16.0,7.0,28.0,6.0,3.0,-2.0,12.0
280,Arkansas,2020-02-28,18.0,9.0,48.0,6.0,3.0,-3.0,16.8
281,Arkansas,2020-02-29,17.0,11.0,70.0,8.0,4.0,-3.0,22.0
282,Arkansas,2020-03-01,18.0,12.0,21.0,11.0,3.0,-2.0,13.0
283,Arkansas,2020-03-02,14.0,7.0,26.0,3.0,3.0,-1.0,10.6
284,Arkansas,2020-03-03,22.0,15.0,58.0,4.0,3.0,-2.0,20.4
285,Arkansas,2020-03-04,15.0,9.0,36.0,3.0,4.0,-2.0,13.4
286,Arkansas,2020-03-05,17.0,12.0,80.0,6.0,3.0,-2.0,23.6
287,Arkansas,2020-03-06,13.0,8.0,73.0,6.0,3.0,-2.0,20.6
288,Arkansas,2020-03-07,12.0,10.0,80.0,10.0,4.0,-2.0,23.2
289,Arkansas,2020-03-08,16.0,13.0,78.0,12.0,3.0,-2.0,24.4
290,Arkansas,2020-03-09,6.0,4.0,-5.0,2.0,1.0,2.0,1.6
291,Arkansas,2020-03-10,13.0,11.0,84.0,6.0,3.0,-1.0,23.4
292,Arkansas,2020-03-11,12.0,14.0,61.0,2.0,4.0,-1.0,18.6
293,Arkansas,2020-03-12,14.0,33.0,69.0,4.0,2.0,-1.0,24.4
294,Arkansas,2020-03-13,5.0,25.0,15.0,2.0,-2.0,2.0,9.0
295,Arkansas,2020-03-14,-7.0,11.0,-21.0,-1.0,0.0,4.0,-3.6
296,Arkansas,2020-03-15,-5.0,14.0,-4.0,1.0,-4.0,3.0,0.4
297,Arkansas,2020-03-16,-6.0,13.0,-20.0,-6.0,-16.0,7.0,-7.0
298,Arkansas,2020-03-17,-10.0,10.0,25.0,-6.0,-19.0,8.0,0.0
299,Arkansas,2020-03-18,-12.0,8.0,50.0,-9.0,-22.0,8.0,3.0
300,Arkansas,2020-03-19,-18.0,10.0,17.0,-10.0,-24.0,10.0,-5.0
301,Arkansas,2020-03-20,-23.0,12.0,30.0,-13.0,-26.0,11.0,-4.0
302,Arkansas,2020-03-21,-33.0,2.0,23.0,-12.0,-14.0,8.0,-6.8
303,Arkansas,2020-03-22,-41.0,-11.0,-26.0,-22.0,-26.0,9.0,-25.2
304,Arkansas,2020-03-23,-29.0,-7.0,17.0,-18.0,-32.0,13.0,-13.8
