,state,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
2140,Mississippi,2020-02-19,3.0,1.0,-2.0,2.0,0.0,0.0,0.8
2141,Mississippi,2020-02-20,-5.0,-4.0,-20.0,0.0,-1.0,3.0,-6.0
2142,Mississippi,2020-02-21,1.0,0.0,2.0,9.0,0.0,0.0,2.4
2143,Mississippi,2020-02-22,6.0,5.0,20.0,12.0,2.0,-1.0,9.0
2144,Mississippi,2020-02-23,4.0,2.0,12.0,12.0,1.0,0.0,6.2
2145,Mississippi,2020-02-24,2.0,0.0,-9.0,2.0,-2.0,2.0,-1.4
2146,Mississippi,2020-02-25,10.0,3.0,24.0,10.0,-4.0,0.0,8.6
2147,Mississippi,2020-02-26,22.0,8.0,9.0,15.0,-1.0,-1.0,10.6
2148,Mississippi,2020-02-27,18.0,7.0,18.0,12.0,2.0,-2.0,11.4
2149,Mississippi,2020-02-28,15.0,8.0,18.0,10.0,1.0,-3.0,10.4
2150,Mississippi,2020-02-29,20.0,12.0,42.0,17.0,3.0,-4.0,18.8
2151,Mississippi,2020-03-01,23.0,14.0,35.0,24.0,4.0,-2.0,20.0
2152,Mississippi,2020-03-02,17.0,9.0,10.0,5.0,3.0,-1.0,8.8
2153,Mississippi,2020-03-03,22.0,16.0,21.0,8.0,2.0,-2.0,13.8
2154,Mississippi,2020-03-04,12.0,4.0,-6.0,4.0,-1.0,1.0,2.6
2155,Mississippi,2020-03-05,16.0,10.0,21.0,10.0,2.0,-1.0,11.8
2156,Mississippi,2020-03-06,10.0,5.0,24.0,11.0,0.0,-2.0,10.0
2157,Mississippi,2020-03-07,14.0,10.0,41.0,23.0,3.0,-3.0,18.2
2158,Mississippi,2020-03-08,16.0,9.0,45.0,22.0,2.0,-2.0,18.8
2159,Mississippi,2020-03-09,12.0,8.0,24.0,8.0,-9.0,1.0,8.6
2160,Mississippi,2020-03-10,16.0,11.0,39.0,8.0,-9.0,0.0,13.0
2161,Mississippi,2020-03-11,15.0,10.0,36.0,12.0,-9.0,0.0,12.8
2162,Mississippi,2020-03-12,14.0,24.0,45.0,12.0,-10.0,0.0,17.0
2163,Mississippi,2020-03-13,5.0,21.0,23.0,9.0,-12.0,1.0,9.2
2164,Mississippi,2020-03-14,3.0,21.0,41.0,10.0,0.0,-1.0,15.0
2165,Mississippi,2020-03-15,2.0,17.0,32.0,10.0,-4.0,1.0,11.4
2166,Mississippi,2020-03-16,4.0,25.0,24.0,4.0,-14.0,4.0,8.6
2167,Mississippi,2020-03-17,-3.0,21.0,34.0,2.0,-18.0,6.0,7.2
2168,Mississippi,2020-03-18,-5.0,17.0,32.0,0.0,-21.0,7.0,4.6
2169,Mississippi,2020-03-19,-13.0,18.0,26.0,-3.0,-22.0,9.0,1.2
2170,Mississippi,2020-03-20,-23.0,10.0,0.0,-12.0,-26.0,12.0,-10.2
2171,Mississippi,2020-03-21,-30.0,8.0,-1.0,-15.0,-18.0,9.0,-11.2
2172,Mississippi,2020-03-22,-36.0,-7.0,-6.0,-21.0,-27.0,9.0,-19.4
2173,Mississippi,2020-03-23,-26.0,0.0,4.0,-19.0,-29.0,12.0,-14.0
2174,Mississippi,2020-03-24,-28.0,-4.0,9.0,-13.0,-32.0,14.0,-13.6
2175,Mississippi,2020-03-25,-24.0,-5.0,26.0,-13.0,-34.0,13.0,-10.0
2176,Mississippi,2020-03-26,-26.0,-6.0,31.0,-17.0,-34.0,13.0,-10.4
2177,Mississippi,2020-03-27,-29.0,-9.0,21.0,-23.0,-35.0,14.0,-15.0
2178,Mississippi,2020-03-28,-34.0,-9.0,14.0,-25.0,-25.0,9.0,-15.8
2179,Mississippi,2020-03-29,-32.0,-7.0,27.0,-29.0,-30.0,9.0,-14.2
2180,Mississippi,2020-03-30,-26.0,-6.0,4.0,-23.0,-34.0,13.0,-17.0
2181,Mississippi,2020-03-31,-26.0,-3.0,-6.0,-21.0,-36.0,15.0,-18.4
2182,Mississippi,2020-04-01,-15.0,11.0,17.0,-17.0,-37.0,13.0,-8.2
2183,Mississippi,2020-04-02,-21.0,12.0,10.0,-21.0,-37.0,14.0,-11.4
2184,Mississippi,2020-04-03,-28.0,7.0,-6.0,-29.0,-39.0,16.0,-19.0
2185,Mississippi,2020-04-04,-47.0,-13.0,-22.0,-37.0,-31.0,13.0,-30.0
2186,Mississippi,2020-04-05,-43.0,-14.0,-8.0,-37.0,-35.0,11.0,-27.4
2187,Mississippi,2020-04-06,-32.0,-8.0,-8.0,-30.0,-40.0,15.0,-23.6
2188,Mississippi,2020-04-07,-35.0,-10.0,-16.0,-26.0,-42.0,17.0,-25.8
2189,Mississippi,2020-04-08,-31.0,-6.0,-4.0,-26.0,-42.0,16.0,-21.8
2190,Mississippi,2020-04-09,-30.0,-4.0,-2.0,-27.0,-42.0,17.0,-21.0
2191,Mississippi,2020-04-10,-32.0,-5.0,-9.0,-36.0,-50.0,20.0,-26.4
2192,Mississippi,2020-04-11,-35.0,1.0,-12.0,-38.0,-32.0,11.0,-23.2
2193,Mississippi,2020-04-12,-63.0,-44.0,-50.0,-49.0,-43.0,14.0,-49.8
2194,Mississippi,2020-04-13,-27.0,-9.0,-14.0,-28.0,-40.0,14.0,-23.6
2195,Mississippi,2020-04-14,-24.0,-6.0,-5.0,-22.0,-39.0,15.0,-19.2
2196,Mississippi,2020-04-15,-12.0,2.0,-1.0,-19.0,-39.0,13.0,-13.8
2197,Mississippi,2020-04-16,-19.0,-2.0,2.0,-21.0,-38.0,15.0,-15.6
2198,Mississippi,2020-04-17,-27.0,-9.0,-6.0,-29.0,-39.0,16.0,-22.0
2199,Mississippi,2020-04-18,-29.0,-5.0,-11.0,-29.0,-26.0,10.0,-20.0
2200,Mississippi,2020-04-19,-42.0,-22.0,-39.0,-41.0,-36.0,12.0,-36.0
2201,Mississippi,2020-04-20,-18.0,-4.0,0.0,-24.0,-36.0,13.0,-16.4
2202,Mississippi,2020-04-21,-15.0,0.0,16.0,-18.0,-37.0,13.0,-10.8
2203,Mississippi,2020-04-22,-18.0,-2.0,-5.0,-21.0,-38.0,14.0,-16.8
2204,Mississippi,2020-04-23,-25.0,-6.0,-16.0,-23.0,-39.0,16.0,-21.8
2205,Mississippi,2020-04-24,-23.0,-5.0,7.0,-23.0,-37.0,15.0,-16.2
2206,Mississippi,2020-04-25,-26.0,-2.0,3.0,-25.0,-25.0,9.0,-15.0
2207,Mississippi,2020-04-26,-22.0,-4.0,17.0,-25.0,-30.0,8.0,-12.8
2208,Mississippi,2020-04-27,-12.0,-1.0,6.0,-20.0,-34.0,12.0,-12.2
2209,Mississippi,2020-04-28,-14.0,1.0,9.0,-16.0,-35.0,7.0,-11.0
2210,Mississippi,2020-04-29,-11.0,2.0,-7.0,-18.0,-37.0,14.0,-14.2
2211,Mississippi,2020-04-30,-10.0,6.0,15.0,-14.0,-35.0,12.0,-7.6
2212,Mississippi,2020-05-01,-12.0,5.0,20.0,-16.0,-35.0,12.0,-7.6
2213,Mississippi,2020-05-02,-16.0,8.0,28.0,-15.0,-22.0,6.0,-3.4
2214,Mississippi,2020-05-03,-15.0,4.0,28.0,-20.0,-26.0,6.0,-5.8
2215,Mississippi,2020-05-04,-5.0,8.0,11.0,-15.0,-31.0,10.0,-6.4
2216,Mississippi,2020-05-05,-5.0,11.0,15.0,-10.0,-33.0,11.0,-4.4
2217,Mississippi,2020-05-06,-3.0,11.0,24.0,-9.0,-33.0,10.0,-2.0
2218,Mississippi,2020-05-07,-8.0,8.0,29.0,-9.0,-32.0,11.0,-2.4
2219,Mississippi,2020-05-08,-20.0,-3.0,-12.0,-19.0,-34.0,15.0,-17.6
2220,Mississippi,2020-05-09,-7.0,20.0,19.0,-10.0,-19.0,5.0,0.6
2221,Mississippi,2020-05-10,-11.0,14.0,39.0,-14.0,-23.0,3.0,1.0
2222,Mississippi,2020-05-11,-4.0,5.0,24.0,-9.0,-29.0,9.0,-2.6
2223,Mississippi,2020-05-12,-3.0,8.0,26.0,-6.0,-29.0,10.0,-0.8
2224,Mississippi,2020-05-13,1.0,9.0,34.0,-4.0,-30.0,9.0,2.0
2225,Missouri,2020-02-15,5.0,4.0,11.0,1.0,4.0,-1.0,5.0
2226,Missouri,2020-02-16,13.0,7.0,45.0,3.0,3.0,-1.0,14.2
2227,Missouri,2020-02-17,4.0,2.0,8.0,-2.0,-20.0,5.0,-1.6
2228,Missouri,2020-02-18,0.0,-2.0,11.0,2.0,2.0,0.0,2.6
2229,Missouri,2020-02-19,9.0,1.0,-2.0,7.0,5.0,-2.0,4.0
2230,Missouri,2020-02-20,1.0,0.0,1.0,3.0,3.0,0.0,1.6
2231,Missouri,2020-02-21,10.0,-2.0,23.0,9.0,18.0,-2.0,11.6
2232,Missouri,2020-02-22,7.0,10.0,63.0,8.0,6.0,-2.0,18.8
2233,Missouri,2020-02-23,12.0,8.0,54.0,6.0,5.0,-1.0,17.0
2234,Missouri,2020-02-24,-2.0,0.0,-15.0,-3.0,3.0,1.0,-3.4
2235,Missouri,2020-02-25,2.0,0.0,2.0,-1.0,2.0,0.0,1.0
2236,Missouri,2020-02-26,13.0,2.0,-14.0,8.0,4.0,-2.0,2.6
2237,Missouri,2020-02-27,8.0,4.0,10.0,5.0,4.0,-1.0,6.2
2238,Missouri,2020-02-28,17.0,4.0,37.0,13.0,18.0,-3.0,17.8
2239,Missouri,2020-02-29,15.0,12.0,84.0,11.0,6.0,-4.0,25.6
2240,Missouri,2020-03-01,21.0,15.0,95.0,11.0,5.0,-3.0,29.4
2241,Missouri,2020-03-02,9.0,8.0,19.0,1.0,4.0,-1.0,8.2
2242,Missouri,2020-03-03,14.0,12.0,66.0,5.0,3.0,-2.0,20.0
2243,Missouri,2020-03-04,18.0,10.0,28.0,11.0,6.0,-4.0,14.6
2244,Missouri,2020-03-05,10.0,8.0,50.0,6.0,4.0,-1.0,15.6
2245,Missouri,2020-03-06,16.0,3.0,67.0,13.0,18.0,-3.0,23.4
2246,Missouri,2020-03-07,12.0,14.0,114.0,13.0,7.0,-3.0,32.0
2247,Missouri,2020-03-08,20.0,16.0,119.0,14.0,5.0,-2.0,34.8
2248,Missouri,2020-03-09,3.0,5.0,-8.0,-4.0,1.0,2.0,-0.6
2249,Missouri,2020-03-10,11.0,11.0,46.0,1.0,0.0,-1.0,13.8
2250,Missouri,2020-03-11,19.0,13.0,50.0,10.0,4.0,-3.0,19.2
2251,Missouri,2020-03-12,8.0,24.0,26.0,1.0,1.0,0.0,12.0
2252,Missouri,2020-03-13,12.0,24.0,37.0,6.0,10.0,0.0,17.8
2253,Missouri,2020-03-14,-6.0,18.0,-16.0,-3.0,1.0,3.0,-1.2
2254,Missouri,2020-03-15,-2.0,17.0,-8.0,-5.0,-2.0,2.0,0.0
2255,Missouri,2020-03-16,-2.0,30.0,-11.0,-13.0,-14.0,6.0,-2.0
2256,Missouri,2020-03-17,-10.0,22.0,28.0,-11.0,-19.0,7.0,2.0
2257,Missouri,2020-03-18,-12.0,20.0,2.0,-10.0,-24.0,8.0,-4.8
2258,Missouri,2020-03-19,-25.0,13.0,9.0,-19.0,-29.0,13.0,-10.2
2259,Missouri,2020-03-20,-24.0,13.0,9.0,-18.0,-22.0,13.0,-8.4
2260,Missouri,2020-03-21,-37.0,11.0,27.0,-17.0,-17.0,9.0,-6.6
2261,Missouri,2020-03-22,-40.0,-1.0,-41.0,-30.0,-26.0,9.0,-27.6
2262,Missouri,2020-03-23,-33.0,2.0,2.0,-31.0,-35.0,14.0,-19.0
2263,Missouri,2020-03-24,-44.0,-14.0,-16.0,-33.0,-42.0,18.0,-29.8
2264,Missouri,2020-03-25,-33.0,-6.0,47.0,-24.0,-41.0,14.0,-11.4
2265,Missouri,2020-03-26,-39.0,-10.0,73.0,-30.0,-43.0,17.0,-9.8
2266,Missouri,2020-03-27,-37.0,-13.0,50.0,-30.0,-36.0,18.0,-13.2
2267,Missouri,2020-03-28,-46.0,-12.0,32.0,-32.0,-28.0,12.0,-17.2
2268,Missouri,2020-03-29,-38.0,-12.0,73.0,-34.0,-32.0,9.0,-8.6
2269,Missouri,2020-03-30,-36.0,-11.0,41.0,-34.0,-43.0,16.0,-16.6
2270,Missouri,2020-03-31,-34.0,-5.0,49.0,-30.0,-45.0,17.0,-13.0
2271,Missouri,2020-04-01,-27.0,0.0,38.0,-25.0,-44.0,14.0,-11.6
2272,Missouri,2020-04-02,-36.0,-4.0,36.0,-32.0,-46.0,18.0,-16.4
2273,Missouri,2020-04-03,-36.0,-4.0,9.0,-32.0,-39.0,19.0,-20.4
2274,Missouri,2020-04-04,-48.0,-1.0,-24.0,-37.0,-31.0,13.0,-28.2
2275,Missouri,2020-04-05,-43.0,-6.0,5.0,-40.0,-34.0,10.0,-23.6
2276,Missouri,2020-04-06,-43.0,-13.0,14.0,-39.0,-46.0,18.0,-25.4
2277,Missouri,2020-04-07,-39.0,-10.0,65.0,-32.0,-48.0,17.0,-12.8
2278,Missouri,2020-04-08,-33.0,-6.0,38.0,-29.0,-47.0,15.0,-15.4
2279,Missouri,2020-04-09,-39.0,-6.0,19.0,-34.0,-48.0,19.0,-21.6
2280,Missouri,2020-04-10,-34.0,-5.0,44.0,-33.0,-45.0,19.0,-14.6
2281,Missouri,2020-04-11,-44.0,1.0,16.0,-36.0,-32.0,12.0,-19.0
2282,Missouri,2020-04-12,-62.0,-41.0,-27.0,-48.0,-42.0,11.0,-44.0
2283,Missouri,2020-04-13,-39.0,-14.0,-15.0,-38.0,-46.0,18.0,-30.4
2284,Missouri,2020-04-14,-37.0,-13.0,10.0,-34.0,-46.0,18.0,-24.0
2285,Missouri,2020-04-15,-22.0,-2.0,9.0,-24.0,-44.0,14.0,-16.6
2286,Missouri,2020-04-16,-32.0,-6.0,15.0,-31.0,-45.0,18.0,-19.8
2287,Missouri,2020-04-17,-34.0,-14.0,-7.0,-33.0,-38.0,19.0,-25.2
2288,Missouri,2020-04-18,-37.0,-6.0,55.0,-27.0,-27.0,10.0,-8.4
2289,Missouri,2020-04-19,-32.0,-10.0,41.0,-34.0,-31.0,8.0,-13.2
2290,Missouri,2020-04-20,-29.0,-8.0,41.0,-32.0,-44.0,16.0,-14.4
2291,Missouri,2020-04-21,-28.0,-5.0,82.0,-28.0,-46.0,16.0,-5.0
2292,Missouri,2020-04-22,-28.0,-7.0,-1.0,-26.0,-44.0,15.0,-21.2
2293,Missouri,2020-04-23,-33.0,-7.0,30.0,-31.0,-45.0,18.0,-17.2
2294,Missouri,2020-04-24,-30.0,-11.0,36.0,-29.0,-37.0,17.0,-14.2
2295,Missouri,2020-04-25,-39.0,-7.0,14.0,-29.0,-28.0,11.0,-17.8
2296,Missouri,2020-04-26,-25.0,-2.0,89.0,-26.0,-29.0,6.0,1.4
2297,Missouri,2020-04-27,-25.0,-4.0,33.0,-29.0,-42.0,16.0,-13.4
2298,Missouri,2020-04-28,-26.0,-5.0,48.0,-26.0,-44.0,10.0,-10.6
2299,Missouri,2020-04-29,-21.0,-2.0,-9.0,-22.0,-43.0,14.0,-19.4
2300,Missouri,2020-04-30,-21.0,3.0,79.0,-22.0,-43.0,15.0,-0.8
2301,Missouri,2020-05-01,-18.0,1.0,108.0,-17.0,-35.0,13.0,7.8
2302,Missouri,2020-05-02,-28.0,6.0,123.0,-14.0,-24.0,6.0,12.6
2303,Missouri,2020-05-03,-23.0,1.0,48.0,-25.0,-26.0,6.0,-5.0
2304,Missouri,2020-05-04,-22.0,-4.0,0.0,-31.0,-40.0,15.0,-19.4
2305,Missouri,2020-05-05,-13.0,8.0,48.0,-22.0,-40.0,13.0,-3.8
2306,Missouri,2020-05-06,-10.0,5.0,35.0,-18.0,-39.0,11.0,-5.4
2307,Missouri,2020-05-07,-18.0,5.0,49.0,-23.0,-40.0,14.0,-5.4
2308,Missouri,2020-05-08,-13.0,4.0,62.0,-19.0,-32.0,13.0,0.4
2309,Missouri,2020-05-09,-20.0,18.0,84.0,-14.0,-19.0,5.0,9.8
2310,Missouri,2020-05-10,-13.0,16.0,43.0,-20.0,-21.0,3.0,1.0
2311,Missouri,2020-05-11,-18.0,-1.0,23.0,-26.0,-38.0,13.0,-12.0
2312,Missouri,2020-05-12,-20.0,-1.0,17.0,-24.0,-39.0,14.0,-13.4
2313,Missouri,2020-05-13,-12.0,3.0,0.0,-19.0,-37.0,12.0,-13.0
2314,Montana,2020-02-15,4.0,2.0,-8.0,2.0,0.0,0.0,0.0
2315,Montana,2020-02-16,9.0,2.0,-1.0,8.0,0.0,0.0,3.6
2316,Montana,2020-02-17,6.0,1.0,10.0,-2.0,-24.0,5.0,-1.8
2317,Montana,2020-02-18,-2.0,-1.0,-2.0,1.0,2.0,0.0,-0.4
2318,Montana,2020-02-19,1.0,1.0,3.0,3.0,2.0,0.0,2.0
2319,Montana,2020-02-20,6.0,1.0,4.0,5.0,2.0,-1.0,3.6
2320,Montana,2020-02-21,4.0,1.0,3.0,4.0,2.0,-1.0,2.8
2321,Montana,2020-02-22,8.0,6.0,5.0,5.0,1.0,-1.0,5.0
2322,Montana,2020-02-23,10.0,5.0,-6.0,8.0,3.0,0.0,4.0
2323,Montana,2020-02-24,1.0,0.0,-9.0,3.0,3.0,0.0,-0.4
2324,Montana,2020-02-25,4.0,1.0,10.0,6.0,2.0,0.0,4.6
2325,Montana,2020-02-26,9.0,3.0,-1.0,5.0,2.0,-1.0,3.6
2326,Montana,2020-02-27,12.0,3.0,8.0,8.0,1.0,-1.0,6.4
2327,Montana,2020-02-28,11.0,6.0,20.0,8.0,1.0,-1.0,9.2
2328,Montana,2020-02-29,14.0,8.0,-4.0,12.0,1.0,-2.0,6.2
2329,Montana,2020-03-01,18.0,10.0,-1.0,14.0,5.0,-1.0,9.2
2330,Montana,2020-03-02,9.0,5.0,-1.0,6.0,4.0,-1.0,4.6
2331,Montana,2020-03-03,10.0,9.0,13.0,11.0,1.0,-1.0,8.8
2332,Montana,2020-03-04,8.0,7.0,1.0,7.0,2.0,0.0,5.0
2333,Montana,2020-03-05,12.0,11.0,19.0,9.0,2.0,-1.0,10.6
2334,Montana,2020-03-06,9.0,7.0,30.0,8.0,2.0,-1.0,11.2
2335,Montana,2020-03-07,11.0,8.0,7.0,11.0,1.0,-1.0,7.6
2336,Montana,2020-03-08,11.0,7.0,-8.0,12.0,2.0,0.0,4.8
2337,Montana,2020-03-09,8.0,7.0,12.0,7.0,3.0,-1.0,7.4
2338,Montana,2020-03-10,8.0,7.0,19.0,6.0,1.0,-1.0,8.2
2339,Montana,2020-03-11,6.0,9.0,7.0,6.0,1.0,0.0,5.8
2340,Montana,2020-03-12,10.0,16.0,11.0,8.0,0.0,-1.0,9.0
2341,Montana,2020-03-13,0.0,20.0,-16.0,1.0,-3.0,2.0,0.4
2342,Montana,2020-03-14,-15.0,13.0,-44.0,-5.0,-6.0,4.0,-11.4
2343,Montana,2020-03-15,-14.0,10.0,-31.0,0.0,-6.0,4.0,-8.2
2344,Montana,2020-03-16,-2.0,29.0,10.0,2.0,-16.0,5.0,4.6
2345,Montana,2020-03-17,-19.0,16.0,28.0,0.0,-22.0,7.0,0.6
2346,Montana,2020-03-18,-27.0,5.0,10.0,-11.0,-26.0,10.0,-9.8
2347,Montana,2020-03-19,-29.0,2.0,2.0,-14.0,-28.0,11.0,-13.4
2348,Montana,2020-03-20,-33.0,6.0,20.0,-16.0,-29.0,12.0,-10.4
2349,Montana,2020-03-21,-41.0,1.0,34.0,-13.0,-26.0,8.0,-9.0
2350,Montana,2020-03-22,-39.0,-7.0,38.0,-20.0,-29.0,7.0,-11.4
2351,Montana,2020-03-23,-32.0,-5.0,31.0,-24.0,-31.0,11.0,-12.2
2352,Montana,2020-03-24,-35.0,-6.0,13.0,-22.0,-34.0,13.0,-16.8
2353,Montana,2020-03-25,-37.0,-9.0,8.0,-24.0,-36.0,14.0,-19.6
2354,Montana,2020-03-26,-33.0,2.0,21.0,-26.0,-36.0,14.0,-14.4
2355,Montana,2020-03-27,-35.0,8.0,8.0,-29.0,-36.0,15.0,-16.8
2356,Montana,2020-03-28,-59.0,-25.0,-2.0,-37.0,-36.0,13.0,-31.8
2357,Montana,2020-03-29,-51.0,-25.0,28.0,-37.0,-37.0,10.0,-24.4
2358,Montana,2020-03-30,-42.0,-19.0,19.0,-36.0,-40.0,14.0,-23.6
2359,Montana,2020-03-31,-45.0,-18.0,-6.0,-35.0,-42.0,17.0,-29.2
2360,Montana,2020-04-01,-47.0,-18.0,-22.0,-37.0,-44.0,18.0,-33.6
2361,Montana,2020-04-02,-45.0,-15.0,-11.0,-39.0,-44.0,18.0,-30.8
2362,Montana,2020-04-03,-44.0,-9.0,-9.0,-38.0,-42.0,19.0,-28.4
2363,Montana,2020-04-04,-49.0,-13.0,7.0,-37.0,-36.0,12.0,-25.6
2364,Montana,2020-04-05,-45.0,-17.0,23.0,-40.0,-36.0,9.0,-23.0
2365,Montana,2020-04-06,-37.0,-11.0,27.0,-37.0,-40.0,14.0,-19.6
2366,Montana,2020-04-07,-38.0,-11.0,39.0,-33.0,-43.0,15.0,-17.2
2367,Montana,2020-04-08,-37.0,-9.0,56.0,-33.0,-43.0,15.0,-13.2
2368,Montana,2020-04-09,-35.0,-6.0,78.0,-33.0,-43.0,14.0,-7.8
2369,Montana,2020-04-10,-38.0,-3.0,44.0,-34.0,-45.0,16.0,-15.2
2370,Montana,2020-04-11,-55.0,-11.0,-51.0,-46.0,-39.0,15.0,-40.4
2371,Montana,2020-04-12,-67.0,-37.0,-22.0,-52.0,-43.0,11.0,-44.2
2372,Montana,2020-04-13,-38.0,-15.0,6.0,-37.0,-40.0,15.0,-24.8
2373,Montana,2020-04-14,-38.0,-13.0,9.0,-35.0,-40.0,16.0,-23.4
2374,Montana,2020-04-15,-35.0,-10.0,-4.0,-35.0,-40.0,16.0,-24.8
2375,Montana,2020-04-16,-35.0,-6.0,30.0,-28.0,-39.0,15.0,-15.6
2376,Montana,2020-04-17,-37.0,-2.0,41.0,-26.0,-38.0,15.0,-12.4
2377,Montana,2020-04-18,-42.0,-7.0,8.0,-28.0,-32.0,10.0,-20.2
2378,Montana,2020-04-19,-36.0,-8.0,44.0,-31.0,-32.0,7.0,-12.6
2379,Montana,2020-04-20,-28.0,-2.0,72.0,-26.0,-37.0,11.0,-4.2
2380,Montana,2020-04-21,-31.0,1.0,93.0,-24.0,-39.0,12.0,0.0
2381,Montana,2020-04-22,-32.0,-2.0,49.0,-26.0,-38.0,13.0,-9.8
2382,Montana,2020-04-23,-36.0,-3.0,10.0,-29.0,-38.0,15.0,-19.2
2383,Montana,2020-04-24,-35.0,0.0,37.0,-22.0,-37.0,14.0,-11.4
2384,Montana,2020-04-25,-37.0,1.0,53.0,-23.0,-30.0,7.0,-7.2
2385,Montana,2020-04-26,-28.0,1.0,79.0,-23.0,-29.0,5.0,0.0
2386,Montana,2020-04-27,-24.0,1.0,28.0,-26.0,-33.0,11.0,-10.8
2387,Montana,2020-04-28,-23.0,7.0,90.0,-18.0,-35.0,3.0,4.2
2388,Montana,2020-04-29,-22.0,7.0,101.0,-19.0,-35.0,10.0,6.4
2389,Montana,2020-04-30,-23.0,5.0,43.0,-21.0,-35.0,12.0,-6.2
2390,Montana,2020-05-01,-23.0,13.0,72.0,-16.0,-33.0,11.0,2.6
2391,Montana,2020-05-02,-23.0,15.0,93.0,-13.0,-25.0,4.0,9.4
2392,Montana,2020-05-03,-21.0,7.0,31.0,-20.0,-24.0,5.0,-5.4
2393,Montana,2020-05-04,-8.0,11.0,60.0,-18.0,-27.0,8.0,3.6
2394,Montana,2020-05-05,-10.0,15.0,94.0,-13.0,-29.0,8.0,11.4
2395,Montana,2020-05-06,-15.0,8.0,33.0,-16.0,-30.0,10.0,-4.0
2396,Montana,2020-05-07,-13.0,10.0,46.0,-17.0,-30.0,10.0,-0.8
2397,Montana,2020-05-08,-16.0,12.0,59.0,-12.0,-29.0,10.0,2.8
2398,Montana,2020-05-09,-13.0,24.0,84.0,-7.0,-19.0,3.0,13.8
2399,Montana,2020-05-10,-5.0,22.0,62.0,-8.0,-17.0,1.0,10.8
2400,Montana,2020-05-11,-12.0,4.0,34.0,-15.0,-27.0,8.0,-3.2
2401,Montana,2020-05-12,-14.0,6.0,29.0,-15.0,-29.0,10.0,-4.6
2402,Montana,2020-05-13,-10.0,9.0,56.0,-14.0,-28.0,9.0,2.6
2403,Nebraska,2020-02-15,9.0,5.0,37.0,-1.0,-1.0,-1.0,9.8
2404,Nebraska,2020-02-16,11.0,8.0,44.0,0.0,4.0,-1.0,13.4
2405,Nebraska,2020-02-17,7.0,1.0,13.0,1.0,-14.0,4.0,1.6
2406,Nebraska,2020-02-18,5.0,2.0,24.0,6.0,2.0,0.0,7.8
2407,Nebraska,2020-02-19,-6.0,-3.0,-6.0,-2.0,1.0,1.0,-3.2
2408,Nebraska,2020-02-20,1.0,-1.0,4.0,3.0,1.0,1.0,1.6
2409,Nebraska,2020-02-21,8.0,3.0,21.0,7.0,2.0,-1.0,8.2
2410,Nebraska,2020-02-22,11.0,6.0,73.0,8.0,0.0,-2.0,19.6
2411,Nebraska,2020-02-23,11.0,6.0,43.0,7.0,5.0,-1.0,14.4
2412,Nebraska,2020-02-24,4.0,6.0,24.0,4.0,3.0,0.0,8.2
2413,Nebraska,2020-02-25,2.0,-3.0,10.0,0.0,1.0,1.0,2.0
2414,Nebraska,2020-02-26,10.0,6.0,15.0,6.0,2.0,-1.0,7.8
2415,Nebraska,2020-02-27,6.0,2.0,14.0,7.0,2.0,0.0,6.2
2416,Nebraska,2020-02-28,12.0,9.0,33.0,11.0,4.0,-3.0,13.8
2417,Nebraska,2020-02-29,14.0,11.0,86.0,10.0,2.0,-3.0,24.6
2418,Nebraska,2020-03-01,17.0,13.0,56.0,9.0,6.0,-2.0,20.2
2419,Nebraska,2020-03-02,9.0,8.0,28.0,3.0,3.0,-1.0,10.2
2420,Nebraska,2020-03-03,10.0,10.0,55.0,1.0,2.0,-1.0,15.6
2421,Nebraska,2020-03-04,12.0,11.0,58.0,8.0,2.0,-2.0,18.2
2422,Nebraska,2020-03-05,8.0,6.0,23.0,8.0,1.0,-1.0,9.2
2423,Nebraska,2020-03-06,11.0,9.0,51.0,14.0,1.0,-2.0,17.2
2424,Nebraska,2020-03-07,11.0,12.0,84.0,13.0,0.0,-2.0,24.0
2425,Nebraska,2020-03-08,13.0,13.0,90.0,15.0,3.0,-2.0,26.8
2426,Nebraska,2020-03-09,2.0,5.0,-1.0,-1.0,-4.0,2.0,0.2
2427,Nebraska,2020-03-10,5.0,6.0,29.0,4.0,-4.0,1.0,8.0
2428,Nebraska,2020-03-11,9.0,14.0,65.0,8.0,-4.0,0.0,18.4
2429,Nebraska,2020-03-12,8.0,23.0,34.0,8.0,-7.0,2.0,13.2
2430,Nebraska,2020-03-13,3.0,32.0,16.0,2.0,-11.0,3.0,8.4
2431,Nebraska,2020-03-14,-17.0,5.0,-25.0,-10.0,-6.0,7.0,-10.6
2432,Nebraska,2020-03-15,-12.0,10.0,-20.0,-5.0,-2.0,4.0,-5.8
2433,Nebraska,2020-03-16,-5.0,29.0,8.0,-4.0,-14.0,7.0,2.8
2434,Nebraska,2020-03-17,-17.0,17.0,29.0,-1.0,-20.0,10.0,1.6
2435,Nebraska,2020-03-18,-22.0,14.0,17.0,-8.0,-24.0,11.0,-4.6
2436,Nebraska,2020-03-19,-33.0,0.0,-15.0,-22.0,-28.0,15.0,-19.6
2437,Nebraska,2020-03-20,-33.0,4.0,-15.0,-18.0,-29.0,16.0,-18.2
2438,Nebraska,2020-03-21,-38.0,0.0,15.0,-9.0,-14.0,11.0,-9.2
2439,Nebraska,2020-03-22,-40.0,-11.0,-4.0,-21.0,-22.0,9.0,-19.6
