state,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor,acc_case,acc_death,new_case,new_death
Alabama,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,11.0,0,0,0,0
Alabama,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,-1.4,0,0,0,0
Alabama,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,2.0,0,0,0,0
Alabama,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,-3.6,0,0,0,0
Alabama,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,3.2,0,0,0,0
Alabama,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,-7.8,0,0,0,0
Alabama,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,5.0,0,0,0,0
Alabama,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,14.8,0,0,0,0
Alabama,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,9.4,0,0,0,0
Alabama,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,-3.6,0,0,0,0
Alabama,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,8.6,0,0,0,0
Alabama,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,7.8,0,0,0,0
Alabama,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,8.6,0,0,0,0
Alabama,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,9.8,0,0,0,0
Alabama,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,21.0,0,0,0,0
Alabama,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,20.8,0,0,0,0
Alabama,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,3.4,0,0,0,0
Alabama,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,15.0,0,0,0,0
Alabama,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,0.2,0,0,0,0
Alabama,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,3.8,0,0,0,0
Alabama,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,10.8,0,0,0,0
Alabama,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,21.6,0,0,0,0
Alabama,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,19.6,0,0,0,0
Alabama,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,14.8,0,0,0,0
Alabama,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,8.6,0,0,0,0
Alabama,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,10.6,0,0,0,0
Alabama,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,16.8,0,0,0,0
Alabama,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,14.0,5,0,5,0
Alabama,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,20.0,7,0,2,0
Alabama,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,5.4,11,0,4,0
Alabama,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,7.2,29,0,18,0
Alabama,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,2.6,39,0,10,0
Alabama,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,2.8,51,0,12,0
Alabama,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,-2.2,78,0,27,0
Alabama,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,-10.6,106,0,28,0
Alabama,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,-9.8,131,0,25,0
Alabama,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,-18.8,157,0,26,0
Alabama,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,-21.0,196,0,39,0
Alabama,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,-17.0,242,0,46,0
Alabama,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,-9.4,381,1,139,1
Alabama,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,-11.2,517,1,136,0
Alabama,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,-12.6,587,4,70,3
Alabama,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,-12.6,694,4,107,0
Alabama,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,-19.4,825,10,131,6
Alabama,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,-19.2,899,10,74,0
Alabama,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,-27.2,987,23,88,13
Alabama,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,-12.0,1060,27,73,4
Alabama,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,-16.2,1233,32,173,5
Alabama,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,-13.8,1495,38,262,6
Alabama,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,-17.6,1614,44,119,6
Alabama,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,-29.0,1765,45,151,1
Alabama,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,-22.8,1952,49,187,4
Alabama,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,-27.6,2169,64,217,15
Alabama,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,-23.8,2328,66,159,2
Alabama,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,-21.6,2703,70,375,4
Alabama,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,-23.8,2947,80,244,10
Alabama,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,-17.8,3217,92,270,12
Alabama,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,-51.4,3563,93,346,1
Alabama,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,-23.0,3734,99,171,6
Alabama,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,-20.4,3953,114,219,15
Alabama,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,-15.0,4075,118,122,4
Alabama,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,-17.6,4345,133,270,15
Alabama,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,-17.6,4571,148,226,15
Alabama,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,-15.2,4712,153,141,5
Alabama,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,-39.0,4888,157,176,4
Alabama,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,-16.0,5079,163,191,6
Alabama,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,-14.0,5317,183,238,20
Alabama,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,-15.0,5593,196,276,13
Alabama,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,-30.8,5832,202,239,6
Alabama,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,-14.6,6026,209,194,7
Alabama,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,-12.6,6026,209,0,0
Alabama,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,-16.4,6421,219,395,10
Alabama,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,-12.4,6539,228,118,9
Alabama,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,-11.6,6750,242,211,14
Alabama,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,-20.0,6912,256,162,14
Alabama,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,-11.0,7088,272,176,16
Alabama,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,-4.8,7294,289,206,17
Alabama,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,3.4,7611,288,317,-1
Alabama,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,-1.8,7888,290,277,2
Alabama,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,-5.6,8112,298,224,8
Alabama,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,-6.8,8437,315,325,17
Alabama,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,-3.0,8691,343,254,28
Alabama,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,-4.0,9046,369,355,26
Alabama,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,-14.8,9385,383,339,14
Alabama,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,4.6,9668,390,283,7
Alabama,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,2.8,9889,393,221,3
Alabama,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,-3.2,10164,403,275,10
Alabama,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,-3.2,10464,435,300,32
Alabama,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,1.4,10700,450,236,15
Alabama,2020-05-14,-10.0,5.0,38.0,-11.0,-31.0,11.0,-1.8,11101,473,401,23
Alabama,2020-05-15,-13.0,1.0,46.0,-12.0,-32.0,11.0,-2.0,11373,483,272,10
Alabama,2020-05-16,-15.0,8.0,71.0,-4.0,-14.0,4.0,9.2,11674,485,301,2
Alabama,2020-05-17,-18.0,-1.0,30.0,-12.0,-21.0,6.0,-4.4,11771,488,97,3
Alabama,2020-05-18,-8.0,1.0,16.0,-12.0,-29.0,10.0,-6.4,12086,489,315,1
Alabama,2020-05-19,-6.0,6.0,35.0,-10.0,-28.0,10.0,-0.6,12376,504,290,15
Alabama,2020-05-20,-1.0,7.0,44.0,-4.0,-30.0,9.0,3.2,13052,522,676,18
Alabama,2020-05-21,-5.0,9.0,40.0,-4.0,-30.0,10.0,2.0,13288,529,236,7
Alabama,2020-05-22,-11.0,4.0,40.0,-3.0,-32.0,11.0,-0.4,13670,541,382,12
Alabama,2020-05-23,-14.0,10.0,68.0,3.0,-14.0,4.0,10.6,14117,549,447,8
Alabama,2020-05-24,-13.0,10.0,89.0,-8.0,-21.0,3.0,11.4,14478,551,361,2
Alabama,2020-05-25,-20.0,0.0,84.0,-15.0,-67.0,17.0,-3.6,14986,566,508,15
Alabama,2020-05-26,-12.0,0.0,1.0,-8.0,-30.0,11.0,-9.8,15650,580,664,14
Alabama,2020-05-27,-9.0,0.0,14.0,-8.0,-30.0,11.0,-6.6,16032,583,382,3
Alabama,2020-05-28,-6.0,7.0,31.0,-4.0,-28.0,10.0,0.0,16530,591,498,8
Alabama,2020-05-29,-9.0,2.0,45.0,-5.0,-28.0,10.0,1.0,17031,610,501,19
Alaska,2020-02-15,5.0,3.0,14.0,2.0,1.0,0.0,5.0,0,0,0,0
Alaska,2020-02-16,15.0,5.0,29.0,6.0,1.0,-1.0,11.2,0,0,0,0
Alaska,2020-02-17,3.0,-2.0,9.0,-6.0,-33.0,8.0,-5.8,0,0,0,0
Alaska,2020-02-18,-2.0,-2.0,1.0,4.0,-2.0,2.0,-0.2,0,0,0,0
Alaska,2020-02-19,0.0,-2.0,1.0,4.0,-3.0,2.0,0.0,0,0,0,0
Alaska,2020-02-20,3.0,3.0,5.0,1.0,2.0,0.0,2.8,0,0,0,0
Alaska,2020-02-21,-1.0,-2.0,1.0,5.0,5.0,0.0,1.6,0,0,0,0
Alaska,2020-02-22,5.0,3.0,13.0,3.0,4.0,-1.0,5.6,0,0,0,0
Alaska,2020-02-23,12.0,4.0,16.0,1.0,2.0,-1.0,7.0,0,0,0,0
Alaska,2020-02-24,4.0,1.0,7.0,4.0,3.0,0.0,3.8,0,0,0,0
Alaska,2020-02-25,6.0,-1.0,1.0,-1.0,3.0,0.0,1.6,0,0,0,0
Alaska,2020-02-26,12.0,6.0,7.0,2.0,3.0,0.0,6.0,0,0,0,0
Alaska,2020-02-27,10.0,6.0,13.0,9.0,2.0,-1.0,8.0,0,0,0,0
Alaska,2020-02-28,12.0,5.0,13.0,8.0,6.0,-2.0,8.8,0,0,0,0
Alaska,2020-02-29,13.0,9.0,9.0,12.0,5.0,-2.0,9.6,0,0,0,0
Alaska,2020-03-01,18.0,14.0,6.0,16.0,5.0,-1.0,11.8,0,0,0,0
Alaska,2020-03-02,6.0,6.0,4.0,6.0,1.0,0.0,4.6,0,0,0,0
Alaska,2020-03-03,11.0,9.0,-2.0,3.0,3.0,0.0,4.8,0,0,0,0
Alaska,2020-03-04,11.0,8.0,3.0,8.0,3.0,0.0,6.6,0,0,0,0
Alaska,2020-03-05,9.0,7.0,9.0,4.0,2.0,0.0,6.2,0,0,0,0
Alaska,2020-03-06,9.0,4.0,10.0,9.0,0.0,1.0,6.4,0,0,0,0
Alaska,2020-03-07,12.0,10.0,17.0,9.0,3.0,-1.0,10.2,0,0,0,0
Alaska,2020-03-08,13.0,8.0,34.0,9.0,2.0,-1.0,13.2,0,0,0,0
Alaska,2020-03-09,7.0,4.0,14.0,3.0,-10.0,2.0,3.6,0,0,0,0
Alaska,2020-03-10,13.0,6.0,11.0,2.0,-7.0,2.0,5.0,0,0,0,0
Alaska,2020-03-11,12.0,9.0,16.0,3.0,-8.0,2.0,6.4,0,0,0,0
Alaska,2020-03-12,12.0,19.0,21.0,-1.0,-9.0,2.0,8.4,0,0,0,0
Alaska,2020-03-13,7.0,19.0,16.0,0.0,-10.0,3.0,6.4,1,0,1,0
Alaska,2020-03-14,0.0,19.0,37.0,1.0,-1.0,1.0,11.2,1,0,0,0
Alaska,2020-03-15,5.0,14.0,58.0,7.0,-1.0,0.0,16.6,1,0,0,0
Alaska,2020-03-16,1.0,20.0,29.0,-6.0,-12.0,4.0,6.4,1,0,0,0
Alaska,2020-03-17,-14.0,8.0,12.0,-12.0,-15.0,7.0,-4.2,3,0,2,0
Alaska,2020-03-18,-19.0,8.0,6.0,-12.0,-21.0,9.0,-7.6,5,0,2,0
Alaska,2020-03-19,-26.0,4.0,15.0,-21.0,-25.0,10.0,-10.6,8,0,3,0
Alaska,2020-03-20,-28.0,3.0,23.0,-24.0,-25.0,12.0,-10.2,11,0,3,0
Alaska,2020-03-21,-37.0,-1.0,1.0,-25.0,-20.0,8.0,-16.4,13,0,2,0
Alaska,2020-03-22,-30.0,-4.0,65.0,-30.0,-21.0,6.0,-4.0,18,0,5,0
Alaska,2020-03-23,-36.0,-11.0,23.0,-37.0,-35.0,14.0,-19.2,30,0,12,0
Alaska,2020-03-24,-37.0,-12.0,17.0,-39.0,-39.0,16.0,-22.0,34,0,4,0
Alaska,2020-03-25,-40.0,-15.0,6.0,-42.0,-41.0,18.0,-26.4,41,1,7,1
Alaska,2020-03-26,-40.0,-13.0,31.0,-42.0,-42.0,17.0,-21.2,56,1,15,0
Alaska,2020-03-27,-42.0,-15.0,2.0,-50.0,-40.0,19.0,-29.0,58,1,2,0
Alaska,2020-03-28,-47.0,-15.0,11.0,-50.0,-30.0,11.0,-26.2,85,2,27,1
Alaska,2020-03-29,-48.0,-27.0,18.0,-55.0,-33.0,10.0,-29.0,102,2,17,0
Alaska,2020-03-30,-40.0,-17.0,15.0,-49.0,-46.0,18.0,-27.4,114,3,12,1
Alaska,2020-03-31,-37.0,-15.0,15.0,-45.0,-44.0,18.0,-25.2,119,3,5,0
Alaska,2020-04-01,-35.0,-8.0,3.0,-43.0,-44.0,18.0,-25.4,132,3,13,0
Alaska,2020-04-02,-42.0,-14.0,-3.0,-50.0,-45.0,19.0,-30.8,143,3,11,0
Alaska,2020-04-03,-42.0,-14.0,2.0,-47.0,-43.0,20.0,-28.8,157,3,14,0
Alaska,2020-04-04,-47.0,-14.0,21.0,-50.0,-32.0,12.0,-24.4,171,5,14,2
Alaska,2020-04-05,-41.0,-17.0,29.0,-52.0,-32.0,9.0,-22.6,185,6,14,1
Alaska,2020-04-06,-37.0,-15.0,1.0,-49.0,-44.0,17.0,-28.8,190,6,5,0
Alaska,2020-04-07,-38.0,-16.0,1.0,-48.0,-44.0,18.0,-29.0,213,6,23,0
Alaska,2020-04-08,-38.0,-14.0,7.0,-49.0,-44.0,18.0,-27.6,226,7,13,1
Alaska,2020-04-09,-38.0,-12.0,19.0,-48.0,-44.0,18.0,-24.6,235,7,9,0
Alaska,2020-04-10,-40.0,-10.0,28.0,-49.0,-44.0,19.0,-23.0,246,7,11,0
Alaska,2020-04-11,-41.0,-4.0,36.0,-52.0,-32.0,10.0,-18.6,257,8,11,1
Alaska,2020-04-12,-55.0,-33.0,12.0,-59.0,-37.0,9.0,-34.4,272,8,15,0
Alaska,2020-04-13,-36.0,-15.0,5.0,-51.0,-43.0,17.0,-28.0,277,8,5,0
Alaska,2020-04-14,-32.0,-13.0,19.0,-49.0,-41.0,18.0,-23.2,285,9,8,1
Alaska,2020-04-15,-25.0,-5.0,-2.0,-47.0,-41.0,17.0,-24.0,293,9,8,0
Alaska,2020-04-16,-29.0,-7.0,8.0,-47.0,-42.0,17.0,-23.4,300,9,7,0
Alaska,2020-04-17,-32.0,-10.0,19.0,-44.0,-39.0,18.0,-21.2,309,9,9,0
Alaska,2020-04-18,-33.0,-7.0,49.0,-44.0,-27.0,9.0,-12.4,314,9,5,0
Alaska,2020-04-19,-28.0,-11.0,44.0,-51.0,-28.0,7.0,-14.8,319,9,5,0
Alaska,2020-04-20,-25.0,-9.0,7.0,-44.0,-40.0,15.0,-22.2,321,9,2,0
Alaska,2020-04-21,-27.0,-10.0,3.0,-46.0,-40.0,17.0,-24.0,329,9,8,0
Alaska,2020-04-22,-24.0,-9.0,21.0,-45.0,-40.0,16.0,-19.4,335,9,6,0
Alaska,2020-04-23,-27.0,-8.0,26.0,-44.0,-40.0,16.0,-18.6,337,9,2,0
Alaska,2020-04-24,-28.0,-8.0,33.0,-44.0,-37.0,16.0,-16.8,339,9,2,0
Alaska,2020-04-25,-25.0,-2.0,85.0,-40.0,-25.0,7.0,-1.4,339,9,0,0
Alaska,2020-04-26,-17.0,-3.0,101.0,-43.0,-25.0,5.0,2.6,340,9,1,0
Alaska,2020-04-27,-14.0,-5.0,60.0,-39.0,-36.0,13.0,-6.8,345,9,5,0
Alaska,2020-04-28,-15.0,-4.0,58.0,-39.0,-37.0,5.0,-7.4,351,9,6,0
Alaska,2020-04-29,-12.0,1.0,47.0,-37.0,-37.0,14.0,-7.6,355,9,4,0
Alaska,2020-04-30,-16.0,0.0,44.0,-39.0,-37.0,14.0,-9.6,355,9,0,0
Alaska,2020-05-01,-16.0,5.0,65.0,-35.0,-34.0,13.0,-3.0,364,9,9,0
Alaska,2020-05-02,-15.0,10.0,114.0,-27.0,-21.0,5.0,12.2,365,9,1,0
Alaska,2020-05-03,-9.0,4.0,110.0,-43.0,-21.0,4.0,8.2,368,9,3,0
Alaska,2020-05-04,-9.0,3.0,57.0,-36.0,-34.0,12.0,-3.8,370,9,2,0
Alaska,2020-05-05,-6.0,9.0,81.0,-32.0,-33.0,12.0,3.8,371,9,1,0
Alaska,2020-05-06,-6.0,6.0,89.0,-31.0,-33.0,12.0,5.0,372,10,1,1
Alaska,2020-05-07,-11.0,4.0,70.0,-36.0,-34.0,12.0,-1.4,374,10,2,0
Alaska,2020-05-08,-13.0,5.0,80.0,-34.0,-32.0,12.0,1.2,377,10,3,0
Alaska,2020-05-09,-8.0,21.0,152.0,-26.0,-18.0,3.0,24.2,378,10,1,0
Alaska,2020-05-10,2.0,23.0,163.0,-35.0,-17.0,1.0,27.2,379,10,1,0
Alaska,2020-05-11,-6.0,1.0,76.0,-34.0,-32.0,11.0,1.0,379,10,0,0
Alaska,2020-05-12,-4.0,2.0,106.0,-31.0,-31.0,11.0,8.4,383,10,4,0
Alaska,2020-05-13,0.0,9.0,113.0,-28.0,-30.0,10.0,12.8,383,10,0,0
Alaska,2020-05-14,-6.0,7.0,91.0,-31.0,-31.0,10.0,6.0,383,10,0,0
Alaska,2020-05-15,-5.0,7.0,134.0,-26.0,-29.0,9.0,16.2,388,10,5,0
Alaska,2020-05-16,-7.0,13.0,164.0,-23.0,-16.0,2.0,26.2,388,10,0,0
Alaska,2020-05-17,6.0,14.0,186.0,-28.0,-14.0,0.0,32.8,388,10,0,0
Alaska,2020-05-18,0.0,4.0,79.0,-29.0,-31.0,10.0,4.6,388,10,0,0
Alaska,2020-05-19,0.0,7.0,80.0,-27.0,-29.0,10.0,6.2,400,10,12,0
Alaska,2020-05-20,3.0,13.0,95.0,-25.0,-29.0,10.0,11.4,401,10,1,0
Alaska,2020-05-21,-3.0,12.0,78.0,-28.0,-30.0,10.0,5.8,401,10,0,0
Alaska,2020-05-22,-3.0,12.0,124.0,-23.0,-32.0,9.0,15.6,403,10,2,0
Alaska,2020-05-23,-8.0,14.0,151.0,-25.0,-16.0,1.0,23.2,407,10,4,0
Alaska,2020-05-24,3.0,15.0,147.0,-35.0,-17.0,1.0,22.6,407,10,0,0
Alaska,2020-05-25,-14.0,2.0,131.0,-39.0,-66.0,15.0,2.8,408,10,1,0
Alaska,2020-05-26,3.0,10.0,94.0,-25.0,-27.0,9.0,11.0,410,10,2,0
Alaska,2020-05-27,5.0,11.0,142.0,-20.0,-26.0,8.0,22.4,411,10,1,0
Alaska,2020-05-28,5.0,14.0,142.0,-18.0,-27.0,7.0,23.2,424,10,13,0
Alaska,2020-05-29,0.0,10.0,153.0,-19.0,-25.0,7.0,23.8,429,10,5,0
Arizona,2020-02-15,3.0,2.0,13.0,3.0,-1.0,0.0,4.0,1,0,1,0
Arizona,2020-02-16,7.0,3.0,30.0,3.0,0.0,-1.0,8.6,1,0,0,0
Arizona,2020-02-17,9.0,1.0,35.0,1.0,-25.0,5.0,4.2,1,0,0,0
Arizona,2020-02-18,2.0,2.0,14.0,6.0,2.0,0.0,5.2,1,0,0,0
Arizona,2020-02-19,4.0,2.0,14.0,7.0,1.0,0.0,5.6,1,0,0,0
Arizona,2020-02-20,5.0,2.0,21.0,5.0,-1.0,0.0,6.4,1,0,0,0
Arizona,2020-02-21,2.0,1.0,10.0,4.0,0.0,0.0,3.4,1,0,0,0
Arizona,2020-02-22,-2.0,-4.0,-42.0,-6.0,-4.0,3.0,-11.6,1,0,0,0
Arizona,2020-02-23,6.0,1.0,6.0,7.0,1.0,0.0,4.2,1,0,0,0
Arizona,2020-02-24,5.0,1.0,15.0,5.0,3.0,0.0,5.8,1,0,0,0
Arizona,2020-02-25,5.0,2.0,9.0,7.0,3.0,0.0,5.2,1,0,0,0
Arizona,2020-02-26,9.0,4.0,10.0,9.0,2.0,-1.0,6.8,1,0,0,0
Arizona,2020-02-27,9.0,4.0,17.0,6.0,2.0,-1.0,7.6,1,0,0,0
Arizona,2020-02-28,7.0,5.0,10.0,7.0,3.0,-1.0,6.4,1,0,0,0
Arizona,2020-02-29,6.0,6.0,14.0,7.0,2.0,-2.0,7.0,1,0,0,0
Arizona,2020-03-01,12.0,7.0,21.0,8.0,3.0,-1.0,10.2,1,0,0,0
Arizona,2020-03-02,8.0,4.0,4.0,4.0,3.0,0.0,4.6,1,0,0,0
Arizona,2020-03-03,9.0,8.0,11.0,6.0,3.0,-1.0,7.4,1,0,0,0
Arizona,2020-03-04,8.0,8.0,17.0,7.0,2.0,-1.0,8.4,1,0,0,0
Arizona,2020-03-05,9.0,6.0,22.0,5.0,2.0,-1.0,8.8,1,0,0,0
Arizona,2020-03-06,6.0,6.0,20.0,8.0,1.0,-1.0,8.2,2,0,1,0
Arizona,2020-03-07,4.0,5.0,18.0,9.0,1.0,-2.0,7.4,4,0,2,0
Arizona,2020-03-08,9.0,4.0,22.0,7.0,1.0,-2.0,8.6,4,0,0,0
Arizona,2020-03-09,9.0,4.0,32.0,4.0,-7.0,0.0,8.4,4,0,0,0
Arizona,2020-03-10,6.0,3.0,4.0,2.0,-8.0,2.0,1.4,6,0,2,0
Arizona,2020-03-11,5.0,6.0,-14.0,-2.0,-10.0,3.0,-3.0,9,0,3,0
Arizona,2020-03-12,6.0,15.0,-15.0,-6.0,-12.0,4.0,-2.4,9,0,0,0
Arizona,2020-03-13,0.0,20.0,-16.0,-7.0,-12.0,4.0,-3.0,9,0,0,0
Arizona,2020-03-14,-5.0,18.0,-6.0,-2.0,-2.0,2.0,0.6,12,0,3,0
Arizona,2020-03-15,-2.0,16.0,15.0,-3.0,-4.0,1.0,4.4,12,0,0,0
Arizona,2020-03-16,0.0,22.0,13.0,-9.0,-19.0,5.0,1.4,18,0,6,0
Arizona,2020-03-17,-9.0,20.0,9.0,-9.0,-24.0,8.0,-2.6,20,0,2,0
Arizona,2020-03-18,-23.0,6.0,-38.0,-21.0,-31.0,12.0,-21.4,27,0,7,0
Arizona,2020-03-19,-22.0,7.0,-8.0,-23.0,-33.0,13.0,-15.8,45,0,18,0
Arizona,2020-03-20,-28.0,6.0,-6.0,-25.0,-33.0,14.0,-17.2,68,0,23,0
Arizona,2020-03-21,-36.0,-1.0,-14.0,-26.0,-22.0,10.0,-19.8,104,1,36,1
Arizona,2020-03-22,-37.0,-10.0,0.0,-33.0,-28.0,8.0,-21.6,152,2,48,1
Arizona,2020-03-23,-31.0,-10.0,-3.0,-33.0,-37.0,13.0,-22.8,235,2,83,0
Arizona,2020-03-24,-32.0,-9.0,0.0,-31.0,-39.0,15.0,-22.2,326,5,91,3
Arizona,2020-03-25,-33.0,-11.0,-7.0,-32.0,-41.0,15.0,-24.8,401,6,75,1
Arizona,2020-03-26,-34.0,-12.0,-9.0,-36.0,-42.0,16.0,-26.6,508,8,107,2
Arizona,2020-03-27,-38.0,-14.0,-22.0,-39.0,-41.0,18.0,-30.8,665,13,157,5
Arizona,2020-03-28,-41.0,-15.0,-24.0,-37.0,-29.0,12.0,-29.2,773,15,108,2
Arizona,2020-03-29,-40.0,-17.0,-7.0,-41.0,-33.0,10.0,-27.6,919,17,146,2
Arizona,2020-03-30,-30.0,-9.0,-6.0,-37.0,-42.0,14.0,-24.8,1157,20,238,3
Arizona,2020-03-31,-33.0,-10.0,-17.0,-35.0,-44.0,16.0,-27.8,1289,25,132,5
Arizona,2020-04-01,-38.0,-15.0,-20.0,-37.0,-47.0,17.0,-31.4,1413,32,124,7
Arizona,2020-04-02,-38.0,-16.0,-17.0,-40.0,-47.0,18.0,-31.6,1596,35,183,3
Arizona,2020-04-03,-38.0,-13.0,-21.0,-41.0,-46.0,19.0,-31.8,1769,44,173,9
Arizona,2020-04-04,-44.0,-16.0,-36.0,-43.0,-34.0,13.0,-34.6,2019,52,250,8
Arizona,2020-04-05,-43.0,-19.0,-23.0,-47.0,-37.0,11.0,-33.8,2269,64,250,12
Arizona,2020-04-06,-38.0,-18.0,-18.0,-41.0,-47.0,17.0,-32.4,2460,65,191,1
Arizona,2020-04-07,-38.0,-15.0,-18.0,-39.0,-48.0,17.0,-31.6,2575,73,115,8
Arizona,2020-04-08,-39.0,-16.0,-27.0,-41.0,-49.0,18.0,-34.4,2726,89,151,16
Arizona,2020-04-09,-37.0,-14.0,-17.0,-41.0,-49.0,18.0,-31.6,3018,98,292,9
Arizona,2020-04-10,-38.0,-13.0,-21.0,-43.0,-50.0,20.0,-33.0,3112,106,94,8
Arizona,2020-04-11,-43.0,-14.0,-42.0,-45.0,-36.0,14.0,-36.0,3393,117,281,11
Arizona,2020-04-12,-57.0,-27.0,-31.0,-48.0,-41.0,10.0,-40.8,3542,125,149,8
Arizona,2020-04-13,-39.0,-21.0,-22.0,-42.0,-47.0,17.0,-34.2,3705,132,163,7
