continent,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor,acc_case,acc_death,new_case,new_death,continent_marker
Asia and Oceania,Afghanistan,2020-02-16,-3.0,0.5,0.5,4.0,-12.0,2.5,-2.0000000000000004,0.0,0.0,0.0,0.0,0.7956380778703278
Asia and Oceania,Afghanistan,2020-02-23,1.4285714285714286,6.0,2.4285714285714284,6.142857142857143,5.714285714285714,0.14285714285714285,4.3428571428571425,0.0,0.0,0.0,0.0,0.8840266528469216
Asia and Oceania,Afghanistan,2020-03-01,0.42857142857142855,5.571428571428571,1.5714285714285714,6.0,6.571428571428571,0.8571428571428571,4.028571428571429,1.0,0.0,0.14285714285714285,0.0,0.9229456293066753
Asia and Oceania,Afghanistan,2020-03-08,2.4285714285714284,6.285714285714286,3.4285714285714284,4.714285714285714,7.857142857142857,0.42857142857142855,4.942857142857143,1.4285714285714286,0.0,0.42857142857142855,0.0,1.0732494965515766
Asia and Oceania,Afghanistan,2020-03-15,-0.2857142857142857,1.1428571428571428,2.2857142857142856,1.4285714285714286,0.5714285714285714,1.2857142857142858,1.0285714285714287,8.142857142857142,0.0,1.7142857142857142,0.0,0.8971650549362753
Asia and Oceania,Afghanistan,2020-03-22,-7.428571428571429,3.857142857142857,3.0,-9.714285714285714,-7.142857142857143,1.7142857142857142,-3.4857142857142853,25.0,0.14285714285714285,3.4285714285714284,0.14285714285714285,1.0797720419081567
Asia and Oceania,Afghanistan,2020-03-29,-22.285714285714285,-4.285714285714286,-4.285714285714286,-23.285714285714285,-12.857142857142858,6.285714285714286,-13.4,90.28571428571429,2.857142857142857,11.428571428571429,0.42857142857142855,1.03149555914411
Asia and Oceania,Afghanistan,2020-04-05,-42.57142857142857,-22.571428571428573,-11.428571428571429,-37.142857142857146,-33.0,10.714285714285714,-29.342857142857145,254.71428571428572,5.428571428571429,32.714285714285715,0.42857142857142855,1.0631553325602783
Asia and Oceania,Afghanistan,2020-04-12,-45.285714285714285,-27.428571428571427,-12.428571428571429,-48.0,-36.57142857142857,13.428571428571429,-33.94285714285714,485.85714285714283,15.0,36.857142857142854,1.5714285714285714,1.0143185636295686
Asia and Oceania,Afghanistan,2020-04-19,-44.142857142857146,-28.0,-13.285714285714286,-50.714285714285715,-36.142857142857146,13.857142857142858,-34.457142857142856,834.0,27.428571428571427,55.57142857142857,2.142857142857143,1.0270633414012527
